date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,clean_review,review_length_clean,clean_title,full_text
########,You guys changed it too much,"I was writing my own Star Wars story using the help of ChatGPT. Earlier, this app was willing to generate almost anything. Now GPT won’t even generate my main character having a lightsaber duel on Mustafar all because it’s too “violent” and “revenge”. What? I don’t understand how my story promotes violence when it’s literally a Star Wars story.

How is it you guys allow this AI to have a bad guy cut off a characters hand, but won’t allow a duel on Mustafar?? Please change it back to how it was before. I understand the AI not being able to generate NSFW content. That is understandable. But I hate them not being able to generate fight scenes the way I want them to go.",3,wmitchell,171,23,Website,es,Zimbabwe,4.8.5,Yes,writing star war story using help chatgpt earlier app willing generate almost anything gpt won’t even generate main character lightsaber duel mustafar it’s “violent” “revenge” don’t understand story promotes violence it’s literally star war story guy allow bad guy cut character hand won’t allow duel mustafar please change back understand able generate nsfw content understandable hate able generate fight scene way want,62,guy changed much,guy changed much writing star war story using help chatgpt earlier app willing generate almost anything gpt won’t even generate main character lightsaber duel mustafar it’s “violent” “revenge” don’t understand story promotes violence it’s literally star war story guy allow bad guy cut character hand won’t allow duel mustafar please change back understand able generate nsfw content understandable hate able generate fight scene way want
########,Pretty Cool but Lackluster,"While the interface is nice and has nice options as well as being able to text to speak, i really feel that there should be a “Text to Speech” option for Chat GPT to respond with for people who just want to talk to the bot and have it talk back (maybe visually impaired or easier to use during a task??). Anyway everything else is nice and all that, Chat just needs to be able to have access to the internet soon so it can give live updates on things like weather and events and all that. Overall cool and would love to see this evolve!",4,deborahreeves,79,15,Flipkart,de,Venezuela,3.7.3,Yes,interface nice nice option well able text speak really feel “text speech” option chat gpt respond people want talk bot talk back maybe visually impaired easier use task anyway everything else nice chat need able access internet soon give live update thing like weather event overall cool would love see evolve,51,pretty cool lackluster,pretty cool lackluster interface nice nice option well able text speak really feel “text speech” option chat gpt respond people want talk bot talk back maybe visually impaired easier use task anyway everything else nice chat need able access internet soon give live update thing like weather event overall cool would love see evolve
08-04-2024,Love it,"I’ve been using the open AI website for many months now, and have introduced GPT to many if my friends and really spread it to a lot of people. I feel that this app is a bit step. It makes this amazing technology more accessible to so many people, and will surely spread its influence. I have noticed that the application feels more responsive than the website, and the response times are quicker. It is also more satisfying to use, and feels less like a robot, and slightly more like you’re texting a very intelligent human. I love it.",5,lwhite,39,19,Google Play,hi,Tajikistan,1.8.8,Yes,i’ve using open website many month introduced gpt many friend really spread lot people feel app bit step make amazing technology accessible many people surely spread influence noticed application feel responsive website response time quicker also satisfying use feel less like robot slightly like you’re texting intelligent human love,49,love,love i’ve using open website many month introduced gpt many friend really spread lot people feel app bit step make amazing technology accessible many people surely spread influence noticed application feel responsive website response time quicker also satisfying use feel less like robot slightly like you’re texting intelligent human love
########,ChatGPT,"This app is truly the future. People may not realize it yet but this is the next biggest technological advancement since the smart phone. ChatGPTs implications are truly endless and this pocket assistant will be used by everyone. The only thing I hope to see is an added image feature where it can show you images of information on subjects such as anatomy or be able to diagnose images sent to it by using image databases, this app can greatly improve Americans relationship with healthcare by providing at home diagnostics.",5,martinezalexander,196,22,Website,fr,Bouvet Island (Bouvetoya),5.6.2,Yes,app truly future people may realize yet next biggest technological advancement since smart phone chatgpts implication truly endless pocket assistant used everyone thing hope see added image feature show image information subject anatomy able diagnose image sent using image database app greatly improve american relationship healthcare providing home diagnostics,49,chatgpt,chatgpt app truly future people may realize yet next biggest technological advancement since smart phone chatgpts implication truly endless pocket assistant used everyone thing hope see added image feature show image information subject anatomy able diagnose image sent using image database app greatly improve american relationship healthcare providing home diagnostics
01-05-2025,Amazing app,"This app is good. I use this app to get help on my schoolwork, and the fact that I don’t have to pay for most features is amazing. I tried two other apps that had way more reviews than this, and I could only send three messages before it told me to pay. If you are looking for an app that is free and not having to worry about paying, look no further. If you are wanting to get an app that you can pay for though, I suggest something different. but still, this app is really good.",5,benjamin67,177,22,Website,fr,Malawi,4.0.6,No,app good use app get help schoolwork fact don’t pay feature amazing tried two apps way review could send three message told pay looking app free worry paying look wanting get app pay though suggest something different still app really good,41,amazing app,amazing app app good use app get help schoolwork fact don’t pay feature amazing tried two apps way review could send three message told pay looking app free worry paying look wanting get app pay though suggest something different still app really good
########,Is crazy how many things u can do on chat gpt definitely a 5 star app,"I had always need it a paper something for me to guide and could go deeper if I wanted to this helped me so much to work on a made up story I was always dreaming of doing but never had a guide yet this app gave me so many details I was entirely impressed how this app goes so much further in , as of now I don’t have no complains is running perfectly fine and I’m actually surprised this app is free overall a good app to get your hands into if u need a guide through",5,kmarsh,113,25,Website,hi,Niger,4.3.8,Yes,always need paper something guide could deeper wanted helped much work made story always dreaming never guide yet app gave many detail entirely impressed app go much don’t complains running perfectly fine i’m actually surprised app free overall good app get hand need guide,44,crazy many thing chat gpt definitely star app,crazy many thing chat gpt definitely star app always need paper something guide could deeper wanted helped much work made story always dreaming never guide yet app gave many detail entirely impressed app go much don’t complains running perfectly fine i’m actually surprised app free overall good app get hand need guide
########,Still lots to work on but great for launch,"Works amazing already! Hopefully there’s a few redesigns to make the app appear friendlier for example: maybe have a tab on the top left to see chats instead of the swipe, more customization options like other modes besides like and dark mode, etc. I also noticed my phone got a little hotter than usual using the app just an fyi. But overall, the app does exactly what you’d use ChatGPT for in the same manner as the website. Only negatives for me are the UI but the app is amazing. Recommend everyone give this a try!",4,carrilloangela,200,19,App Store,de,Ukraine,3.9.7,No,work amazing already hopefully there’s redesigns make app appear friendlier example maybe tab top left see chat instead swipe customization option like mode besides like dark mode etc also noticed phone got little hotter usual using app fyi overall app exactly you’d use chatgpt manner website negative app amazing recommend everyone give try,53,still lot work great launch,still lot work great launch work amazing already hopefully there’s redesigns make app appear friendlier example maybe tab top left see chat instead swipe customization option like mode besides like dark mode etc also noticed phone got little hotter usual using app fyi overall app exactly you’d use chatgpt manner website negative app amazing recommend everyone give try
########,Not up to date,"So, anytime you ask a question it says it “cutoff knowledge” is only up to September 2021. 

“As an AI language model, my responses are generated based on a snapshot of data available at a specific point in time, referred to as the ""knowledge cutoff."" This means that the information and events I'm aware of are up to September 2021. I don't have direct access to real-time information or the ability to browse the internet. However, I can still provide general information and engage in conversations on a wide range of topics based on what I learned during my training. For the most recent and accurate information, it's always a good idea to consult up-to-date sources or news outlets.",2,christopherwatson,199,27,App Store,ru,Saudi Arabia,5.6.2,Yes,anytime ask question say “cutoff knowledge” september “as language model response generated based snapshot data available specific point time referred knowledge cutoff mean information event aware september dont direct access realtime information ability browse internet however still provide general information engage conversation wide range topic based learned training recent accurate information always good idea consult uptodate source news outlet,59,date,date anytime ask question say “cutoff knowledge” september “as language model response generated based snapshot data available specific point time referred knowledge cutoff mean information event aware september dont direct access realtime information ability browse internet however still provide general information engage conversation wide range topic based learned training recent accurate information always good idea consult uptodate source news outlet
07-07-2025,Great Tool and Learning Toy,"I love how this helps control my ADHD by answering every little question my brain can come up with. It's like having the world's greatest professors there at your beck and whim. The iOS app makes it all more convenient and works phenomenally. While unfortunately some political-based censorship exists on this service, it is a fun game to get around it and it becomes an entertaining game in its own right to find knowledge for knowledge's sake. ""I'm sorry, my responses are limited. You must ask the right question."" - Dr. Lanning",5,jennifer55,35,25,Amazon,en,Algeria,4.5.8,Yes,love help control adhd answering every little question brain come like world greatest professor beck whim io app make convenient work phenomenally unfortunately politicalbased censorship exists service fun game get around becomes entertaining game right find knowledge knowledge sake sorry response limited must ask right question lanning,47,great tool learning toy,great tool learning toy love help control adhd answering every little question brain come like world greatest professor beck whim io app make convenient work phenomenally unfortunately politicalbased censorship exists service fun game get around becomes entertaining game right find knowledge knowledge sake sorry response limited must ask right question lanning
########,automatically wrap to the next line in Persian language,"First of all, I would like to congratulate and thank you for the app. I also wanted to bring to your attention an issue regarding the use of the Persian language in the app. When an answer is displayed in a list format, each item appears only on a single line. It doesn't automatically wrap to the next line when the characters exceed the width of the screen. Please consider addressing this issue, as it does not occur when using the English language.",5,johnsonlaura,31,21,Amazon,es,Namibia,2.4.7,Yes,first would like congratulate thank app also wanted bring attention issue regarding use persian language app answer displayed list format item appears single line doesnt automatically wrap next line character exceed width screen please consider addressing issue occur using english language,41,automatically wrap next line persian language,automatically wrap next line persian language first would like congratulate thank app also wanted bring attention issue regarding use persian language app answer displayed list format item appears single line doesnt automatically wrap next line character exceed width screen please consider addressing issue occur using english language
########,"Amazing AI, Good App","Love the AI, like the app. I like the gesture from the left to open history and gesture from right to open a new chat. Love the ability to search chats (can’t believe it came to mobile before desktop, desktop really needs this!). And like the speech to text, more accurate than iOS text to speech! However, there’s still more to be desired with the lack of plug-in and web browsing support for Plus subscribers. And feel like we need a Home Screen or something that has all your chats instead of having chat history in a drawer.",4,pstone,23,18,Flipkart,ar,Bosnia and Herzegovina,3.0.6,Yes,love like app like gesture left open history gesture right open new chat love ability search chat can’t believe came mobile desktop desktop really need like speech text accurate io text speech however there’s still desired lack plugin web browsing support plus subscriber feel like need home screen something chat instead chat history drawer,54,amazing good app,amazing good app love like app like gesture left open history gesture right open new chat love ability search chat can’t believe came mobile desktop desktop really need like speech text accurate io text speech however there’s still desired lack plugin web browsing support plus subscriber feel like need home screen something chat instead chat history drawer
########,Pros and Cons,"On the bright side, this is what we all have been waiting for. A dedicated iOS app for ChatGPT. Amazing Haptics, Faster response and a visually stunning design. Appears to have better server connectivity and load responses much faster.
Places to work: The history tab and option to switch between chats is underwhelming. As a Plus member it’s also sad that that I cannot select the plug-ins I wish to use. I have to load an older chat with the plug-ins already enabled. Which is 6 extra clicks before starting to chat.",5,guzmanricky,128,27,Amazon,de,British Indian Ocean Territory (Chagos Archipelago),4.1.5,Yes,bright side waiting dedicated io app chatgpt amazing haptics faster response visually stunning design appears better server connectivity load response much faster place work history tab option switch chat underwhelming plus member it’s also sad cannot select plugins wish use load older chat plugins already enabled extra click starting chat,50,pro con,pro con bright side waiting dedicated io app chatgpt amazing haptics faster response visually stunning design appears better server connectivity load response much faster place work history tab option switch chat underwhelming plus member it’s also sad cannot select plugins wish use load older chat plugins already enabled extra click starting chat
########,Great job and some minor issues,"I’ve been trying out the iOS client and found it to be very useful, with a significantly better user experience compared to accessing it via the mobile web. You’ve really done a great job and I want to express my thanks! I would like to bring up three minor issues: Firstly, the plugin feature is not very user-friendly. Secondly, the interaction of switching chat histories could be more intuitive. Lastly, my phone tends to heat up while using the app",5,jcontreras,81,22,Google Play,zh,Tonga,2.2.0,No,i’ve trying io client found useful significantly better user experience compared accessing via mobile web you’ve really done great job want express thanks would like bring three minor issue firstly plugin feature userfriendly secondly interaction switching chat history could intuitive lastly phone tends heat using app,46,great job minor issue,great job minor issue i’ve trying io client found useful significantly better user experience compared accessing via mobile web you’ve really done great job want express thanks would like bring three minor issue firstly plugin feature userfriendly secondly interaction switching chat history could intuitive lastly phone tends heat using app
########,No snags yet..no privacy either oh well,I literally was just thinking that it would be so convenient if there was an app. Needed to check my grammar for a work email and simultaneously saw the headline about the app launch. It was a quick install with no issues. Even created a new account. Seems polished enough! We'll see if there are issues going forward. Curious about server capacity and if we'll be out of luck at random times. But it's great for now. All your info are belong to OpenAI so proceed with caution.,5,bshaw,178,18,Flipkart,ar,British Indian Ocean Territory (Chagos Archipelago),4.9.0,Yes,literally thinking would convenient app needed check grammar work email simultaneously saw headline app launch quick install issue even created new account seems polished enough well see issue going forward curious server capacity well luck random time great info belong openai proceed caution,43,snag yetno privacy either well,snag yetno privacy either well literally thinking would convenient app needed check grammar work email simultaneously saw headline app launch quick install issue even created new account seems polished enough well see issue going forward curious server capacity well luck random time great info belong openai proceed caution
########,It’s the best AI app for conversations,"I have had an excellent experience using ChatGPT! It consistently delivers insightful and relevant responses, making our conversations engaging and informative. The AI's ability to understand and generate coherent sentences is truly impressive. It has helped me find answers to various questions, explore different topics, and even engage in casual discussions. The flexibility and breadth of knowledge exhibited by ChatGPT are commendable. Overall, I highly appreciate the capabilities and utility of this AI chatbot, and I'm grateful for the assistance it provides.",5,howard04,65,19,Flipkart,fr,Iceland,5.9.8,No,excellent experience using chatgpt consistently delivers insightful relevant response making conversation engaging informative ai ability understand generate coherent sentence truly impressive helped find answer various question explore different topic even engage casual discussion flexibility breadth knowledge exhibited chatgpt commendable overall highly appreciate capability utility chatbot grateful assistance provides,48,it’s best app conversation,it’s best app conversation excellent experience using chatgpt consistently delivers insightful relevant response making conversation engaging informative ai ability understand generate coherent sentence truly impressive helped find answer various question explore different topic even engage casual discussion flexibility breadth knowledge exhibited chatgpt commendable overall highly appreciate capability utility chatbot grateful assistance provides
########,Had to get it right away!,"As soon as I learned they made an app for this, I had to grab it right away. Chatgpt has been very helpful for me bringing ideas together, writing emails, making product descriptions, and more. I’m on my phone all the time, so it’s amazing it’s in app form now! 

The typing vibration kind of threw me off at first but I kind of like it! I feel like the response was fast. And the experience seems to be just as good as the website for me, as someone who uses it in its basic form.",5,kristathomas,198,24,Amazon,de,Mauritania,3.1.0,Yes,soon learned made app grab right away chatgpt helpful bringing idea together writing email making product description i’m phone time it’s amazing it’s app form typing vibration kind threw first kind like feel like response fast experience seems good website someone us basic form,44,get right away,get right away soon learned made app grab right away chatgpt helpful bringing idea together writing email making product description i’m phone time it’s amazing it’s app form typing vibration kind threw first kind like feel like response fast experience seems good website someone us basic form
########,"""Powerful Software with a Simple Interface, but Room for Improvement on iPad 12 Pro""","I like the capabilities of the software, and use it all the time. As far as the application itself, I like the user interface. Very simplistic and straight forward. Using the application on an iPad has a window size that is not well fit with the window screens. Specifically for me and iPad 12 pro. 

So I mean; I used this software very often, I mean so often that I used it to generate some parts of this review 💅",5,christopher12,163,16,Website,ar,Saint Kitts and Nevis,1.1.7,Yes,like capability software use time far application like user interface simplistic straight forward using application ipad window size well fit window screen specifically ipad pro mean used software often mean often used generate part review,35,powerful software simple interface room improvement ipad pro,powerful software simple interface room improvement ipad pro like capability software use time far application like user interface simplistic straight forward using application ipad window size well fit window screen specifically ipad pro mean used software often mean often used generate part review
########,Flawless AI Companion: ChatGPT iOS App - A 5-Star Gem!,"ChatGPT’s iOS app is an absolute delight. With its sleek interface, impressive language abilities, and flawless performance, it deserves nothing less than a 5-star rating. The app’s design is intuitive, making interactions seamless and enjoyable. ChatGPT’s vast knowledge base ensures accurate and personalized responses, while its reliability guarantees prompt assistance. Privacy and security are prioritized, further enhancing the overall experience. If you’re looking for a top-notch AI companion, look no further than the ChatGPT iOS app.",5,cobbdebra,147,20,Flipkart,fr,Belarus,3.6.0,No,chatgpt’s io app absolute delight sleek interface impressive language ability flawless performance deserves nothing less star rating app’s design intuitive making interaction seamless enjoyable chatgpt’s vast knowledge base ensures accurate personalized response reliability guarantee prompt assistance privacy security prioritized enhancing overall experience you’re looking topnotch companion look chatgpt io app,50,flawless companion chatgpt io app star gem,flawless companion chatgpt io app star gem chatgpt’s io app absolute delight sleek interface impressive language ability flawless performance deserves nothing less star rating app’s design intuitive making interaction seamless enjoyable chatgpt’s vast knowledge base ensures accurate personalized response reliability guarantee prompt assistance privacy security prioritized enhancing overall experience you’re looking topnotch companion look chatgpt io app
08-06-2024,Feedbacks,"Can you have the settings tab in the left hand side just like the browser?

I’m literally giving 5/5 stars because I spoke in multiple languages through voice to text and it understands the differences in each language and answered me correctly. I couldn’t do this on the computer. 

Could we add the functionality of camera in the future? Like what it can identify using the camera pointing in front of us and using voice a the same time?",5,adrianjoyce,146,22,App Store,fr,Northern Mariana Islands,1.8.5,Yes,setting tab left hand side like browser i’m literally giving star spoke multiple language voice text understands difference language answered correctly couldn’t computer could add functionality camera future like identify using camera pointing front using voice time,37,feedback,feedback setting tab left hand side like browser i’m literally giving star spoke multiple language voice text understands difference language answered correctly couldn’t computer could add functionality camera future like identify using camera pointing front using voice time
########,Amazing and fast,"I recently had the opportunity to use the ChatGPT app, and I must say, it truly impressed me with its exceptional speed. From the moment I launched the app, I was amazed by how quickly it responded to my queries, providing near-instantaneous answers. One of the standout features of the ChatGPT app is its responsiveness. OpenAi have clearly prioritized optimizing its performance, allowing for a seamless and uninterrupted conversation with the AI. Whether I was typing in a question or waiting for a response, I found myself appreciating the app's swift execution.",5,rhill,139,22,Website,ru,Malaysia,5.0.6,No,recently opportunity use chatgpt app must say truly impressed exceptional speed moment launched app amazed quickly responded query providing nearinstantaneous answer one standout feature chatgpt app responsiveness openai clearly prioritized optimizing performance allowing seamless uninterrupted conversation whether typing question waiting response found appreciating apps swift execution,46,amazing fast,amazing fast recently opportunity use chatgpt app must say truly impressed exceptional speed moment launched app amazed quickly responded query providing nearinstantaneous answer one standout feature chatgpt app responsiveness openai clearly prioritized optimizing performance allowing seamless uninterrupted conversation whether typing question waiting response found appreciating apps swift execution
09-08-2024,Does the basics but needs more,"It does the basic things the website can do but it needs more features to differentiate it from just opening it in the browser. Particularly:
**Siri / voice response integration: in an app form, you should allow for one button back and forth voice interaction, including allowing the app to use the iOS speech to text to speak its response back to you
**Plug-ins and Browsing mode selector: As a paid subscriber, let me choose which plugins to utilize for a plug-in session, or to enable its Browsing functionality. 
**Shortcuts integration: let me interact with the app with custom shortcuts.",3,sherryparsons,162,22,App Store,zh,Nicaragua,3.0.5,Yes,basic thing website need feature differentiate opening browser particularly siri voice response integration app form allow one button back forth voice interaction including allowing app use io speech text speak response back plugins browsing mode selector paid subscriber let choose plugins utilize plugin session enable browsing functionality shortcut integration let interact app custom shortcut,54,basic need,basic need basic thing website need feature differentiate opening browser particularly siri voice response integration app form allow one button back forth voice interaction including allowing app use io speech text speak response back plugins browsing mode selector paid subscriber let choose plugins utilize plugin session enable browsing functionality shortcut integration let interact app custom shortcut
########,Not bad overall - Edit prompt and Generate response needed,"Simple and not complicated at all user interface. Easy to navigate around and overall a good user experience. However, there is no option to generate a different response to the same prompt and to edit a prompt I wrote like how you would in the web version. In my opinion, I would still use the web version due to those features. The mobile version would be better for quicker access and response.",4,mhall,61,15,Google Play,pt,Solomon Islands,3.2.0,No,simple complicated user interface easy navigate around overall good user experience however option generate different response prompt edit prompt wrote like would web version opinion would still use web version due feature mobile version would better quicker access response,39,bad overall edit prompt generate response needed,bad overall edit prompt generate response needed simple complicated user interface easy navigate around overall good user experience however option generate different response prompt edit prompt wrote like would web version opinion would still use web version due feature mobile version would better quicker access response
07-07-2024,No More Knock-Offs!,"Open Ai’s ChatGPT has taken the world by storm! It’s the perfect example of  ‘Disruptive Innovation,’ creating tremendous opportunities and job security risks. As this technology continues to be invest into by MSFT and constantly improved by OpenAi, we’re going to see a significant shift in the labor force statistics 10-20 years down the line.

There are too many knock off apps that have taken this technology for profit, but I am happy that OpenAI has officially released their own app for free.

No more knock-offs and exploitations! Here is the real deal!",5,ppalmer,86,21,Flipkart,ar,Saudi Arabia,4.2.2,Yes,open ai’s chatgpt taken world storm it’s perfect example ‘disruptive innovation’ creating tremendous opportunity job security risk technology continues invest msft constantly improved openai we’re going see significant shift labor force statistic year line many knock apps taken technology profit happy openai officially released app free knockoff exploitation real deal,50,knockoff,knockoff open ai’s chatgpt taken world storm it’s perfect example ‘disruptive innovation’ creating tremendous opportunity job security risk technology continues invest msft constantly improved openai we’re going see significant shift labor force statistic year line many knock apps taken technology profit happy openai officially released app free knockoff exploitation real deal
########,Suggestion for Word Lookup Feature,"The ChatGPT app offers great functionality, but it lacks a word lookup feature. Unlike the iPhone's built-in ""look up"" option, when you long press on a word in the app, you can only copy, rate, or regenerate. This means users have to rely on asking ChatGPT for word meanings instead of easily looking them up. Adding a word lookup feature would greatly enhance the app's usability and save users time. Overall, ChatGPT is valuable, but this addition would make it even better.",4,christina65,9,18,Amazon,de,Central African Republic,1.3.0,No,chatgpt app offer great functionality lack word lookup feature unlike iphones builtin look option long press word app copy rate regenerate mean user rely asking chatgpt word meaning instead easily looking adding word lookup feature would greatly enhance apps usability save user time overall chatgpt valuable addition would make even better,51,suggestion word lookup feature,suggestion word lookup feature chatgpt app offer great functionality lack word lookup feature unlike iphones builtin look option long press word app copy rate regenerate mean user rely asking chatgpt word meaning instead easily looking adding word lookup feature would greatly enhance apps usability save user time overall chatgpt valuable addition would make even better
########,Pretty basic so far,"I know they just released this app, but the app is so basic right now and I would go back to use the mobile website instead ngl. Check out “OpenCat” app, it’s a gpt app I found on Twitter and it has all the features GPT has to offer, it can also read out the generated response.  I personally recommend it and had been using it for awhile till my trial ended. But it gives you the idea of how a ChatGPT app should be like. If the developer team saw this message, I hope you guys go take a look of that app and I look forward to seeing new update of this app soon!",3,jennifer58,131,23,App Store,ru,Ecuador,4.4.0,Yes,know released app app basic right would back use mobile website instead ngl check “opencat” app it’s gpt app found twitter feature gpt offer also read generated response personally recommend using awhile till trial ended give idea chatgpt app like developer team saw message hope guy take look app look forward seeing new update app soon,56,pretty basic far,pretty basic far know released app app basic right would back use mobile website instead ngl check “opencat” app it’s gpt app found twitter feature gpt offer also read generated response personally recommend using awhile till trial ended give idea chatgpt app like developer team saw message hope guy take look app look forward seeing new update app soon
########,Love chat gpt! This app is broken,"This is for the DEV team. You have a processing problem or a memory leak. The app is cooking my phone and driving the temp through the roof. Tried several different apps for varying times, it is this app for sure. The phone gets uncomfortably warm and battery starts to drain very quickly . If this is not some sort of bug, you probably have offloaded some sort of general processing to the phone to save you processing cost at your data center or (AWS). For further detail, this is an iPhone 12 medium tier. Happy to change to a 5 star when fixed. Not that any of it matters this is going to be a top downloaded app in the next week or so if not already. Chat GPT is fantastic.",1,louis63,91,18,Google Play,zh,Uruguay,3.1.5,No,dev team processing problem memory leak app cooking phone driving temp roof tried several different apps varying time app sure phone get uncomfortably warm battery start drain quickly sort bug probably offloaded sort general processing phone save processing cost data center aws detail iphone medium tier happy change star fixed matter going top downloaded app next week already chat gpt fantastic,61,love chat gpt app broken,love chat gpt app broken dev team processing problem memory leak app cooking phone driving temp roof tried several different apps varying time app sure phone get uncomfortably warm battery start drain quickly sort bug probably offloaded sort general processing phone save processing cost data center aws detail iphone medium tier happy change star fixed matter going top downloaded app next week already chat gpt fantastic
########,Please Include a Trial Version,"I am writing to suggest the inclusion of trial versions for apps on your platform. Having the option to try an app before purchasing would greatly benefit both users and developers. A trial version would allow us to explore an app's features and functionality, enabling confident purchasing decisions. It would also provide valuable feedback for developers to improve their apps based on real user experiences. Please consider implementing this feature to enhance the overall user experience on the AppStore.
Thank you for your attention.",3,randytorres,190,29,App Store,ja,Tuvalu,3.2.7,No,writing suggest inclusion trial version apps platform option try app purchasing would greatly benefit user developer trial version would allow explore apps feature functionality enabling confident purchasing decision would also provide valuable feedback developer improve apps based real user experience please consider implementing feature enhance overall user experience appstore thank attention,51,please include trial version,please include trial version writing suggest inclusion trial version apps platform option try app purchasing would greatly benefit user developer trial version would allow explore apps feature functionality enabling confident purchasing decision would also provide valuable feedback developer improve apps based real user experience please consider implementing feature enhance overall user experience appstore thank attention
########,Not for iPad,"Well, it is the official and real ChatGPT.  It is an iPhone only app, but can be used on an iPad, has the little button that magnify the size of the app box to better fit the iPad screen.  Here is my complaint.  You have software that is literally capable of writing the software for your app, yes with input and manipulation of a human programmer.  Still, how do you not have a more polished app that runs natively on both iPad and iPhone, with all the power of ChatGPT at your disposal.  Please try again, and have your developer ask ChatGPT for help.  Also, could use some work on the layout, some parts run together or overlap that shouldn’t.  Overall this was obviously a very rushed-out-the-door app, sad.",1,john43,132,25,Amazon,es,Romania,4.1.6,Yes,well official real chatgpt iphone app used ipad little button magnify size app box better fit ipad screen complaint software literally capable writing software app yes input manipulation human programmer still polished app run natively ipad iphone power chatgpt disposal please try developer ask chatgpt help also could use work layout part run together overlap shouldn’t overall obviously rushedoutthedoor app sad,61,ipad,ipad well official real chatgpt iphone app used ipad little button magnify size app box better fit ipad screen complaint software literally capable writing software app yes input manipulation human programmer still polished app run natively ipad iphone power chatgpt disposal please try developer ask chatgpt help also could use work layout part run together overlap shouldn’t overall obviously rushedoutthedoor app sad
########,AI Chat Companion Like No Other,"The OpenAI ChatGPT iOS app has been a game changer for me. The user interface is clean and intuitive, which makes it incredibly easy to navigate. The AI is surprisingly adept, providing responses that are thoughtful, coherent, and often indistinguishable from a human correspondent. It's remarkably useful for brainstorming, answering queries, or simply having meaningful conversations. If you're looking for an AI companion that pushes the boundaries of what's possible, then this app is for you. A well-deserved five stars!",5,cclark,75,20,Amazon,es,Timor-Leste,1.5.4,No,openai chatgpt io app game changer user interface clean intuitive make incredibly easy navigate surprisingly adept providing response thoughtful coherent often indistinguishable human correspondent remarkably useful brainstorming answering query simply meaningful conversation youre looking companion push boundary whats possible app welldeserved five star,43,chat companion like,chat companion like openai chatgpt io app game changer user interface clean intuitive make incredibly easy navigate surprisingly adept providing response thoughtful coherent often indistinguishable human correspondent remarkably useful brainstorming answering query simply meaningful conversation youre looking companion push boundary whats possible app welldeserved five star
########,Amazing almost unbelievable,"this is the most impressive AI utility I’ve ever used, this is exactly what I imagined AI chat would be like and have always been let down im glad I gave this a shot keep doing whatever you guys do it is amazing, can’t wait to see the growth and possibilities I see all phones and smart systems such as Siri and Alexa being able to utilize this feature when it is further developed and more accepted and utilized by more and more people!",5,ybrown,154,18,App Store,fr,Comoros,4.5.7,Yes,impressive utility i’ve ever used exactly imagined chat would like always let glad gave shot keep whatever guy amazing can’t wait see growth possibility see phone smart system siri alexa able utilize feature developed accepted utilized people,37,amazing almost unbelievable,amazing almost unbelievable impressive utility i’ve ever used exactly imagined chat would like always let glad gave shot keep whatever guy amazing can’t wait see growth possibility see phone smart system siri alexa able utilize feature developed accepted utilized people
06-01-2024,This app is amazing,"Hi so there are so many reasons why I love this app for starters anytime I feel I need to talk to someone the AI is there and it's helped answer many of my questions and my concerns, so if you are the type who just needs help but your social life is not the best and don't have many friends or just need someone at the moment to talk to I highly suggest this app. Though it is not flawless and it is a little out of date it is still a great app",5,kmoore,157,23,App Store,hi,Wallis and Futuna,1.1.6,No,many reason love app starter anytime feel need talk someone helped answer many question concern type need help social life best dont many friend need someone moment talk highly suggest app though flawless little date still great app,38,app amazing,app amazing many reason love app starter anytime feel need talk someone helped answer many question concern type need help social life best dont many friend need someone moment talk highly suggest app though flawless little date still great app
########,Amazing Work from OpenAI,"This is an amazing app! My everyday life has been so much more efficient thanks to ChatGPT. As a high schooler, I use it to help me study for exams and assist with my coding projects as well. The app gives it a much more modern feel, with a brand new search feature that lets you browse through your past conversations. Plus, everything is saved to your account so you can access conversations on all devices. Thank you so much, OpenAI!",5,longsonya,191,20,Flipkart,en,Dominican Republic,2.9.7,Yes,amazing app everyday life much efficient thanks chatgpt high schooler use help study exam assist coding project well app give much modern feel brand new search feature let browse past conversation plus everything saved account access conversation device thank much openai,41,amazing work openai,amazing work openai amazing app everyday life much efficient thanks chatgpt high schooler use help study exam assist coding project well app give much modern feel brand new search feature let browse past conversation plus everything saved account access conversation device thank much openai
########,Important questions get best results,"Some of you are complaining about your results, but fail to show what questions you are asking. I suspect it’s because you really don’t have much going on in life, and that your questions are about as pedantic.

I just tried this app for the first time tonight. I asked it legal questions (for of them) — questions I knew the answers to, just to test it out.

Absolutely flawless; like no other…",5,ewashington,17,23,Flipkart,zh,Belize,3.6.9,Yes,complaining result fail show question asking suspect it’s really don’t much going life question pedantic tried app first time tonight asked legal question question knew answer test absolutely flawless like other…,31,important question get best result,important question get best result complaining result fail show question asking suspect it’s really don’t much going life question pedantic tried app first time tonight asked legal question question knew answer test absolutely flawless like other…
